11	491	2012	1203	1/1/2017
11	491	2013	898	1/1/2017
11	491	2014	903	1/1/2017
11	491	2015	1092	1/1/2017
11	491	2016	1174	1/1/2017
11	491	2017	999999	28/4/2017
43	500	2007	179	1/1/2017
43	500	2008	220	1/1/2017
43	500	2009	197	1/1/2017
43	500	2010	263	1/1/2017
43	500	2011	218	1/1/2017
43	500	2012	238	1/1/2017
43	500	2013	82	1/1/2017
43	500	2014	92	1/1/2017
43	500	2015	195	1/1/2017
43	504	2007	1215	1/1/2017
43	504	2008	1071	1/1/2017
43	504	2009	769	1/1/2017
43	504	2010	699	1/1/2017
17	512	2017	999999	28/4/2017
37	512	2009	7	1/1/2017
37	512	2010	469	1/1/2017
37	512	2011	100004	1/1/2017
37	512	2012	660	1/1/2017
37	512	2013	931	1/1/2017
37	512	2014	1159	1/1/2017
37	512	2015	1999	1/1/2017
37	512	2016	3469	1/1/2017
37	512	2017	999999	28/4/2017
25	524	2007	9000	1/1/2017
25	524	2008	8375	1/1/2017
25	524	2009	3549	1/1/2017
25	524	2010	3960	1/1/2017
25	524	2011	3932	1/1/2017
25	524	2012	3191	1/1/2017
25	524	2013	4096	1/1/2017
25	524	2014	5788	1/1/2017
25	524	2015	2519	1/1/2017
25	524	2016	1321	1/1/2017
25	524	2017	999999	28/4/2017
7	535	2007	2013	1/1/2017
7	535	2008	3449	1/1/2017
7	535	2009	5412	1/1/2017
7	535	2010	4494	1/1/2017
7	535	2011	3341	1/1/2017
7	535	2012	2494	1/1/2017
7	535	2013	3647	1/1/2017
7	535	2014	4732	1/1/2017
7	535	2015	3543	1/1/2017
25	538	2007	9535	1/1/2017
25	538	2008	715	1/1/2017
43	563	2007	3460	1/1/2017
43	563	2008	218700	1/1/2017
43	563	2009	86600	1/1/2017
43	563	2010	27745	1/1/2017
43	563	2011	10071	1/1/2017
43	563	2012	200014	1/1/2017
43	563	2013	2880	1/1/2017
43	563	2014	136080	1/1/2017
43	563	2015	2953	1/1/2017
43	563	2016	602264	1/1/2017
16	574	2007	2550	1/1/2017
16	574	2008	1525	1/1/2017
43	597	2007	2548	1/1/2017
43	597	2008	2533	1/1/2017
43	597	2009	2569	1/1/2017
43	597	2010	2575	1/1/2017
43	597	2011	100599	1/1/2017
43	597	2012	2618	1/1/2017
43	597	2013	2523	1/1/2017
30	627	2007	999965	1/1/2017
30	627	2009	975	1/1/2017
30	627	2010	7000	1/1/2017
30	627	2011	15262	1/1/2017
30	627	2012	19389	1/1/2017
30	627	2013	61121	1/1/2017
30	627	2014	7631	1/1/2017
30	627	2016	951	1/1/2017
30	627	2017	999999	28/4/2017
48	636	2007	986	1/1/2017
48	636	2008	804	1/1/2017
43	693	2007	72	1/1/2017
43	693	2008	800128	1/1/2017
43	693	2009	83	1/1/2017
14	699	2015	76	1/1/2017
18	699	2007	218	1/1/2017
18	699	2008	188	1/1/2017
18	699	2009	999999	1/1/2017
18	699	2010	294	1/1/2017
18	699	2011	204	1/1/2017
18	699	2012	285	1/1/2017
18	699	2013	324	1/1/2017
18	699	2014	172	1/1/2017
18	699	2015	280	1/1/2017
18	699	2016	303	1/1/2017
18	699	2017	999999	28/4/2017
23	700	2007	4759	1/1/2017
23	700	2008	4925	1/1/2017
23	700	2009	5456	1/1/2017
23	700	2010	5419	1/1/2017
23	700	2011	5291	1/1/2017
23	700	2012	5263	1/1/2017
23	700	2013	5312	1/1/2017
23	700	2014	5680	1/1/2017
23	700	2015	5765	1/1/2017
23	700	2016	1057	1/1/2017
5	706	2014	6365	1/1/2017
5	706	2015	6005	1/1/2017
5	706	2016	5775	1/1/2017
5	706	2017	999999	28/4/2017
6	706	2015	9	1/1/2017
6	706	2016	53	1/1/2017
28	706	2007	2470	1/1/2017
28	706	2008	10034	1/1/2017
28	706	2009	1613	1/1/2017
28	706	2010	1611	1/1/2017
28	706	2011	1582	1/1/2017
28	706	2012	1702	1/1/2017
28	706	2013	1312	1/1/2017
28	706	2014	1277	1/1/2017
28	706	2015	1343	1/1/2017
28	706	2016	1375	1/1/2017
28	706	2017	999999	28/4/2017
53	706	2012	137	1/1/2017
53	706	2013	180	1/1/2017
53	706	2014	111	1/1/2017
53	706	2015	4	1/1/2017
53	706	2016	1	1/1/2017
43	743	2007	699	1/1/2017
43	743	2008	730	1/1/2017
43	743	2009	890	1/1/2017
43	743	2010	916	1/1/2017
43	743	2011	1038	1/1/2017
43	743	2012	946	1/1/2017
43	743	2013	951	1/1/2017
43	743	2014	1032	1/1/2017
43	743	2015	1069	1/1/2017
43	743	2016	1046	1/1/2017
43	743	2017	999999	28/4/2017
43	750	2007	632	1/1/2017
43	750	2008	367	1/1/2017
43	801	2007	720	1/1/2017
43	801	2008	527	1/1/2017
43	801	2009	346	1/1/2017
43	801	2010	225	1/1/2017
43	801	2011	208	1/1/2017
43	801	2012	217	1/1/2017
43	801	2013	211	1/1/2017
43	801	2014	233	1/1/2017
43	801	2015	236	1/1/2017
43	801	2016	263	1/1/2017
43	801	2017	999999	28/4/2017
17	805	2007	10604	1/1/2017
17	805	2008	906983	1/1/2017
17	805	2009	9347	1/1/2017
17	805	2010	9825	1/1/2017
17	805	2011	7333	1/1/2017
17	805	2012	4564	1/1/2017
17	805	2013	33831	1/1/2017
17	805	2014	5191	1/1/2017
17	805	2015	4196	1/1/2017
17	805	2016	602830	1/1/2017
17	805	2017	999999	28/4/2017
43	811	2007	1651	1/1/2017
43	811	2008	1574	1/1/2017
43	811	2009	900692	1/1/2017
43	811	2010	384	1/1/2017
43	814	2007	1170	1/1/2017
43	814	2008	942	1/1/2017
43	814	2009	752	1/1/2017
43	814	2010	333	1/1/2017
43	814	2011	514	1/1/2017
43	814	2012	535	1/1/2017
43	814	2013	543	1/1/2017
43	814	2014	558	1/1/2017
43	814	2015	405	1/1/2017
43	814	2016	600021	1/1/2017
43	814	2017	999999	28/4/2017
43	820	2007	2021	1/1/2017
43	820	2008	2503	1/1/2017
43	820	2009	819	1/1/2017
7	823	2007	1189	1/1/2017
7	823	2008	1133	1/1/2017
7	823	2009	868	1/1/2017
7	823	2010	825	1/1/2017
7	823	2011	906	1/1/2017
7	823	2012	932	1/1/2017
7	823	2013	958	1/1/2017
7	823	2014	960	1/1/2017
7	823	2015	2206	1/1/2017
7	823	2016	1922	1/1/2017
7	823	2017	999999	28/4/2017
7	845	2007	243159	1/1/2017
7	845	2008	902553	1/1/2017
7	845	2009	999998	1/1/2017
7	845	2010	30201	1/1/2017
17	849	2007	25047	1/1/2017
17	849	2008	30547	1/1/2017
17	849	2009	56478	1/1/2017
17	849	2010	24939	1/1/2017
17	849	2011	21798	1/1/2017
17	849	2012	23763	1/1/2017
17	849	2013	25373	1/1/2017
17	849	2014	26730	1/1/2017
17	849	2015	26106	1/1/2017
17	849	2016	29353	1/1/2017
17	849	2017	999999	28/4/2017
23	888	2007	3858	1/1/2017
23	888	2008	3797	1/1/2017
23	888	2009	2911	1/1/2017
23	888	2010	2903	1/1/2017
23	888	2011	847	1/1/2017
23	888	2012	1137	1/1/2017
23	888	2013	2647	1/1/2017
23	888	2014	2508	1/1/2017
23	888	2015	5049	1/1/2017
23	888	2016	105	1/1/2017
19	897	2007	15232	1/1/2017
19	897	2008	19966	1/1/2017
19	897	2009	20005	1/1/2017
7	926	2012	6422	1/1/2017
7	926	2013	75474	1/1/2017
7	926	2014	78132	1/1/2017
7	926	2015	18231	1/1/2017
19	926	2013	10447	1/1/2017
19	926	2014	11320	1/1/2017
19	926	2015	2777	1/1/2017
24	926	2014	4949	1/1/2017
24	926	2015	1354	1/1/2017
33	926	2014	3044	1/1/2017
33	926	2015	612	1/1/2017
53	965	2007	1119	1/1/2017
53	965	2008	880030	1/1/2017
53	965	2009	866	1/1/2017
53	965	2010	1237	1/1/2017
53	965	2011	100023	1/1/2017
53	965	2012	1562	1/1/2017
53	965	2013	214891	1/1/2017
53	965	2014	8795	1/1/2017
53	965	2015	896312	1/1/2017
53	965	2016	1361	1/1/2017
53	965	2017	999999	28/4/2017
43	970	2007	1502	1/1/2017
43	970	2008	800742	1/1/2017
43	970	2009	251	1/1/2017
7	973	2007	4636	1/1/2017
7	973	2008	7831	1/1/2017
7	973	2009	802087	1/1/2017
7	973	2010	8693	1/1/2017
7	973	2011	10728	1/1/2017
7	973	2012	10758	1/1/2017
7	973	2013	101481	1/1/2017
7	973	2014	9445	1/1/2017
7	973	2015	8819	1/1/2017
7	973	2016	7032	1/1/2017
7	973	2017	999999	28/4/2017
51	973	2016	20001	1/1/2017
84	973	2016	211	1/1/2017
84	973	2017	999999	28/4/2017
24	1027	2007	2487	1/1/2017
24	1027	2008	888888	1/1/2017
24	1027	2009	695	1/1/2017
24	1029	2007	55694	1/1/2017
24	1029	2008	60050	1/1/2017
24	1029	2009	999910	1/1/2017
24	1029	2010	702286	1/1/2017
24	1029	2011	1832	1/1/2017
24	1029	2012	53	1/1/2017
24	1029	2013	50000	1/1/2017
24	1029	2014	349	1/1/2017
24	1029	2015	380	1/1/2017
24	1029	2016	668	1/1/2017
24	1029	2017	999999	28/4/2017
16	1031	2012	208	1/1/2017
16	1031	2013	433	1/1/2017
16	1031	2014	307	1/1/2017
16	1031	2015	524	1/1/2017
16	1031	2016	380	1/1/2017
16	1031	2017	999999	28/4/2017
30	1031	2007	28326	1/1/2017
30	1031	2008	45749	1/1/2017
30	1031	2009	4555	1/1/2017
30	1031	2010	5704	1/1/2017
30	1031	2011	5252	1/1/2017
30	1031	2012	4303	1/1/2017
30	1031	2013	8946	1/1/2017
30	1031	2014	4715	1/1/2017
30	1031	2015	6148	1/1/2017
30	1031	2016	9399	1/1/2017
30	1031	2017	999999	28/4/2017
7	1033	2007	11150	1/1/2017
7	1033	2008	71401	1/1/2017
7	1033	2009	2403	1/1/2017
7	1033	2010	107407	1/1/2017
39	1036	2012	32	1/1/2017
39	1036	2013	2309	1/1/2017
39	1036	2014	1193	1/1/2017
39	1036	2016	29	1/1/2017
40	1036	2007	24339	1/1/2017
40	1036	2008	15331	1/1/2017
40	1036	2009	5251	1/1/2017
40	1036	2010	3169	1/1/2017
40	1036	2011	4817	1/1/2017
40	1036	2012	1484	1/1/2017
40	1036	2013	667	1/1/2017
40	1036	2014	1783	1/1/2017
40	1036	2015	8552	1/1/2017
40	1036	2016	4997	1/1/2017
19	1038	2014	2	1/1/2017
19	1038	2015	2300	1/1/2017
19	1038	2016	1538	1/1/2017
25	1038	2016	1	1/1/2017
39	1038	2015	6490	1/1/2017
39	1038	2016	2665	1/1/2017
40	1038	2007	9285	1/1/2017
40	1038	2008	11279	1/1/2017
40	1038	2009	4208	1/1/2017
40	1038	2010	2570	1/1/2017
40	1038	2011	5800	1/1/2017
40	1038	2012	6998	1/1/2017
40	1038	2013	10767	1/1/2017
40	1038	2014	12151	1/1/2017
40	1038	2015	27125	1/1/2017
40	1038	2016	16920	1/1/2017
40	1039	2007	5634	1/1/2017
40	1039	2008	6383	1/1/2017
40	1039	2009	2969	1/1/2017
40	1039	2010	2037	1/1/2017
40	1039	2011	3120	1/1/2017
40	1039	2012	1921	1/1/2017
40	1039	2013	2033	1/1/2017
40	1039	2014	6527	1/1/2017
40	1039	2015	18279	1/1/2017
40	1039	2016	3125	1/1/2017
47	1039	2016	104	1/1/2017
11	1040	2013	111	1/1/2017
11	1040	2014	276	1/1/2017
11	1040	2016	51	1/1/2017
11	1040	2017	999999	28/4/2017
19	1040	2014	18	1/1/2017
39	1040	2013	107	1/1/2017
39	1040	2014	4583	1/1/2017
40	1040	2007	14599	1/1/2017
40	1040	2008	12560	1/1/2017
40	1040	2009	5191	1/1/2017
40	1040	2010	4069	1/1/2017
40	1040	2011	7750	1/1/2017
40	1040	2012	5289	1/1/2017
40	1040	2013	6004	1/1/2017
40	1040	2014	4995	1/1/2017
40	1040	2016	3	1/1/2017
40	1040	2017	999999	28/4/2017
19	1041	2008	1473	1/1/2017
19	1041	2009	196	1/1/2017
19	1041	2010	27001	1/1/2017
19	1041	2011	18528	1/1/2017
19	1041	2012	23687	1/1/2017
19	1041	2013	9296	1/1/2017
33	1041	2008	2509	1/1/2017
33	1041	2009	5434	1/1/2017
33	1041	2010	14444	1/1/2017
33	1041	2011	8753	1/1/2017
33	1041	2012	7363	1/1/2017
33	1041	2013	2984	1/1/2017
39	1041	2010	200	1/1/2017
39	1041	2011	3135	1/1/2017
39	1041	2012	4557	1/1/2017
39	1041	2013	6707	1/1/2017
40	1041	2010	979	1/1/2017
40	1041	2011	1	1/1/2017
40	1041	2013	529	1/1/2017
19	1042	2007	23078	1/1/2017
19	1042	2008	11402	1/1/2017
19	1042	2009	2680	1/1/2017
19	1042	2010	2143	1/1/2017
33	1042	2007	165	1/1/2017
33	1042	2008	40	1/1/2017
33	1042	2010	8062	1/1/2017
40	1042	2010	1936	1/1/2017
47	1051	2007	1471	1/1/2017
47	1051	2008	1258	1/1/2017
47	1051	2009	1253	1/1/2017
47	1051	2010	1783	1/1/2017
47	1051	2011	1713	1/1/2017
47	1051	2012	1944	1/1/2017
47	1051	2013	1516	1/1/2017
47	1051	2014	1562	1/1/2017
47	1051	2015	1600	1/1/2017
47	1051	2016	999999	1/1/2017
47	1051	2016	1607	1/1/2017
47	1051	2017	999999	28/4/2017
24	1054	2007	7360	1/1/2017
24	1054	2008	6053	1/1/2017
24	1066	2007	222	1/1/2017
24	1066	2008	290	1/1/2017
24	1066	2009	159	1/1/2017
24	1066	2010	160	1/1/2017
24	1066	2011	24	1/1/2017
24	1067	2007	2196	1/1/2017
24	1067	2008	177	1/1/2017
30	1068	2007	222222	1/1/2017
30	1068	2008	888888	1/1/2017
30	1068	2009	7777	1/1/2017
30	1068	2010	2968	1/1/2017
30	1068	2011	4478	1/1/2017
30	1068	2012	5052	1/1/2017
30	1068	2013	7375	1/1/2017
30	1068	2014	6337	1/1/2017
30	1068	2015	12992	1/1/2017
30	1068	2016	999999	1/1/2017
30	1068	2016	19280	1/1/2017
30	1068	2017	999999	28/4/2017
43	1068	2016	3	1/1/2017
43	1068	2017	999999	28/4/2017
44	1070	2007	5056	1/1/2017
44	1070	2008	8484	1/1/2017
43	1077	2007	1574	1/1/2017
43	1077	2008	1949	1/1/2017
43	1077	2009	1372	1/1/2017
43	1077	2010	1162	1/1/2017
43	1077	2011	6077	1/1/2017
43	1077	2012	1297	1/1/2017
43	1077	2013	1150	1/1/2017
43	1077	2014	1157	1/1/2017
43	1077	2015	1211	1/1/2017
43	1077	2016	999999	1/1/2017
43	1077	2016	1061	1/1/2017
43	1077	2017	999999	28/4/2017
47	1078	2007	1345	1/1/2017
47	1078	2008	1110	1/1/2017
43	1095	2007	128	1/1/2017
43	1095	2008	15	1/1/2017
47	1099	2007	969	1/1/2017
47	1099	2008	813	1/1/2017
47	1099	2009	918	1/1/2017
47	1099	2010	1106	1/1/2017
47	1099	2011	935	1/1/2017
47	1099	2012	782	1/1/2017
47	1099	2013	701	1/1/2017
47	1099	2014	666	1/1/2017
47	1099	2015	892	1/1/2017
47	1099	2016	742	1/1/2017
47	1099	2017	999999	28/4/2017
43	1129	2007	1197	1/1/2017
43	1129	2008	312	1/1/2017
30	1158	2012	219	1/1/2017
30	1158	2013	3115	1/1/2017
30	1158	2014	1606	1/1/2017
30	1158	2015	1384	1/1/2017
30	1158	2016	1962	1/1/2017
30	1158	2017	999999	28/4/2017
24	1167	2007	1707	1/1/2017
24	1167	2008	1776	1/1/2017
24	1167	2010	744	1/1/2017
24	1167	2011	2116	1/1/2017
24	1167	2012	2335	1/1/2017
24	1167	2013	1637	1/1/2017
24	1167	2014	2432	1/1/2017
24	1167	2015	2159	1/1/2017
24	1167	2016	1409	1/1/2017
24	1167	2017	999999	28/4/2017
80	1167	2012	23	1/1/2017
80	1167	2013	28	1/1/2017
80	1167	2014	44	1/1/2017
80	1167	2015	40	1/1/2017
80	1167	2016	20	1/1/2017
80	1167	2017	999999	28/4/2017
47	1170	2007	9092	1/1/2017
47	1170	2008	801656	1/1/2017
17	1176	2007	5848	1/1/2017
17	1176	2008	899909	1/1/2017
17	1176	2009	2283	1/1/2017
17	1176	2010	2633	1/1/2017
17	1176	2011	1544	1/1/2017
17	1176	2012	1213	1/1/2017
17	1176	2013	5890	1/1/2017
17	1176	2014	1344	1/1/2017
17	1176	2015	1339	1/1/2017
17	1176	2016	1136	1/1/2017
17	1176	2017	999999	28/4/2017
30	1188	2007	100343	1/1/2017
30	1188	2008	7243	1/1/2017
17	1200	2007	12947	1/1/2017
17	1200	2008	14947	1/1/2017
17	1200	2009	19192	1/1/2017
17	1200	2010	14956	1/1/2017
17	1200	2011	111377	1/1/2017
17	1200	2012	77956	1/1/2017
17	1200	2013	21579	1/1/2017
17	1200	2014	61616	1/1/2017
17	1200	2015	50866	1/1/2017
17	1200	2016	22237	1/1/2017
17	1200	2017	999999	28/4/2017
24	1227	2007	1083	1/1/2017
24	1227	2008	938	1/1/2017
24	1227	2009	952	1/1/2017
24	1227	2010	935	1/1/2017
24	1227	2011	1063	1/1/2017
24	1227	2012	1090	1/1/2017
24	1227	2013	1574	1/1/2017
24	1227	2014	1209	1/1/2017
24	1227	2015	1295	1/1/2017
24	1227	2016	1294	1/1/2017
24	1227	2017	999999	28/4/2017
7	1230	2007	37000	1/1/2017
7	1230	2008	80257	1/1/2017
7	1230	2009	90076	1/1/2017
7	1230	2010	110202	1/1/2017
7	1230	2011	42944	1/1/2017
7	1230	2012	18013	1/1/2017
7	1230	2013	603212	1/1/2017
7	1230	2014	180034	1/1/2017
7	1230	2015	36212	1/1/2017
23	1230	2014	879	1/1/2017
23	1230	2015	773	1/1/2017
25	1230	2013	3438	1/1/2017
25	1230	2014	3312	1/1/2017
26	1230	2008	49	1/1/2017
26	1230	2009	39	1/1/2017
26	1230	2010	1	1/1/2017
26	1230	2011	207	1/1/2017
26	1230	2012	279	1/1/2017
26	1230	2013	504	1/1/2017
26	1230	2014	1096	1/1/2017
26	1230	2015	534	1/1/2017
33	1231	2007	7384	1/1/2017
33	1231	2008	3784	1/1/2017
33	1231	2009	487	1/1/2017
33	1231	2010	68	1/1/2017
37	1252	2007	10629	1/1/2017
37	1252	2008	12575	1/1/2017
37	1252	2009	12008	1/1/2017
37	1252	2010	12685	1/1/2017
37	1252	2011	14580	1/1/2017
37	1252	2012	77823	1/1/2017
37	1252	2013	9950	1/1/2017
37	1252	2014	10401	1/1/2017
37	1252	2015	15084	1/1/2017
37	1252	2016	600284	1/1/2017
37	1252	2017	999999	28/4/2017
44	1271	2007	3277	1/1/2017
44	1271	2008	3071	1/1/2017
44	1271	2009	1381	1/1/2017
44	1271	2010	1380	1/1/2017
44	1271	2011	1832	1/1/2017
44	1271	2012	1618	1/1/2017
44	1271	2013	1417	1/1/2017
44	1271	2014	1528	1/1/2017
44	1271	2015	1327	1/1/2017
44	1271	2016	1324	1/1/2017
44	1271	2017	999999	28/4/2017
47	1276	2007	705001	1/1/2017
47	1276	2008	805151	1/1/2017
47	1276	2009	903366	1/1/2017
47	1276	2010	2044	1/1/2017
30	1297	2007	999886	1/1/2017
30	1297	2008	888888	1/1/2017
30	1297	2009	20418	1/1/2017
30	1297	2010	10840	1/1/2017
30	1297	2011	12135	1/1/2017
30	1297	2012	16736	1/1/2017
30	1297	2013	17316	1/1/2017
30	1297	2014	21355	1/1/2017
30	1297	2015	212784	1/1/2017
30	1297	2016	9063	1/1/2017
43	1333	2007	2475	1/1/2017
43	1333	2008	2409	1/1/2017
43	1333	2009	1676	1/1/2017
43	1333	2010	1978	1/1/2017
43	1333	2011	2227	1/1/2017
43	1333	2012	1958	1/1/2017
43	1333	2013	301037	1/1/2017
43	1333	2014	2000	1/1/2017
43	1333	2015	501281	1/1/2017
43	1333	2016	600952	1/1/2017
43	1333	2017	999999	28/4/2017
19	1335	2011	474	1/1/2017
19	1335	2012	1353	1/1/2017
19	1335	2013	1815	1/1/2017
19	1335	2014	1573	1/1/2017
19	1335	2015	656	1/1/2017
23	1335	2009	84	1/1/2017
23	1335	2010	288	1/1/2017
23	1335	2011	11431	1/1/2017
23	1335	2012	4234	1/1/2017
23	1335	2013	5141	1/1/2017
23	1335	2014	6596	1/1/2017
23	1335	2015	6022	1/1/2017
23	1335	2016	6865	1/1/2017
23	1335	2017	999999	28/4/2017
24	1335	2015	3	1/1/2017
24	1335	2016	304	1/1/2017
24	1335	2017	999999	28/4/2017
40	1335	2011	397	1/1/2017
40	1335	2012	949	1/1/2017
40	1335	2013	942	1/1/2017
40	1335	2014	863	1/1/2017
40	1335	2015	17711	1/1/2017
40	1335	2016	1024	1/1/2017
40	1335	2017	999999	28/4/2017
7	1341	2007	17367	1/1/2017
7	1341	2008	10316	1/1/2017
7	1341	2009	3886	1/1/2017
7	1341	2010	5235	1/1/2017
7	1341	2011	10844	1/1/2017
7	1341	2012	21993	1/1/2017
7	1341	2013	25264	1/1/2017
7	1341	2014	15232	1/1/2017
7	1341	2015	18234	1/1/2017
19	1341	2011	1	1/1/2017
19	1341	2012	970	1/1/2017
19	1341	2013	6910	1/1/2017
19	1341	2014	7581	1/1/2017
19	1341	2015	1192	1/1/2017
25	1341	2015	162	1/1/2017
33	1341	2012	260	1/1/2017
33	1341	2013	7937	1/1/2017
33	1341	2014	6066	1/1/2017
33	1341	2015	1559	1/1/2017
43	1364	2007	3534	1/1/2017
43	1364	2008	800321	1/1/2017
43	1364	2009	3837	1/1/2017
43	1364	2010	3820	1/1/2017
43	1364	2011	3644	1/1/2017
43	1364	2012	3727	1/1/2017
43	1364	2013	3836	1/1/2017
43	1364	2014	2876	1/1/2017
43	1364	2015	500607	1/1/2017
43	1364	2016	600236	1/1/2017
43	1364	2017	999999	28/4/2017
16	1370	2013	5712	1/1/2017
16	1370	2014	46606	1/1/2017
16	1370	2015	2130	1/1/2017
30	1370	2007	4020	1/1/2017
30	1370	2008	7647	1/1/2017
30	1370	2009	6567	1/1/2017
30	1370	2010	1853	1/1/2017
30	1370	2011	1828	1/1/2017
30	1370	2012	906	1/1/2017
30	1370	2013	370	1/1/2017
47	1370	2013	456	1/1/2017
47	1370	2014	1144	1/1/2017
47	1370	2015	30	1/1/2017
51	1370	2013	3094	1/1/2017
51	1370	2014	11471	1/1/2017
51	1370	2015	1513	1/1/2017
52	1370	2013	5657	1/1/2017
52	1370	2014	2452	1/1/2017
52	1370	2015	78	1/1/2017
47	1371	2007	2371	1/1/2017
47	1371	2008	2334	1/1/2017
47	1371	2009	900872	1/1/2017
47	1371	2010	2763	1/1/2017
47	1371	2011	2986	1/1/2017
47	1371	2012	1804	1/1/2017
47	1371	2013	1373	1/1/2017
47	1371	2014	1391	1/1/2017
47	1371	2015	2031	1/1/2017
47	1371	2016	1908	1/1/2017
47	1371	2017	999999	28/4/2017
27	1381	2007	3254	1/1/2017
27	1381	2008	2983	1/1/2017
27	1381	2009	900382	1/1/2017
27	1381	2010	3011	1/1/2017
27	1381	2011	2101	1/1/2017
27	1381	2012	1729	1/1/2017
27	1381	2013	1891	1/1/2017
27	1381	2014	2194	1/1/2017
27	1381	2015	1957	1/1/2017
27	1381	2016	2508	1/1/2017
27	1381	2017	999999	28/4/2017
47	1387	2007	456	1/1/2017
47	1387	2008	813	1/1/2017
47	1387	2009	900157	1/1/2017
47	1387	2010	1544	1/1/2017
47	1387	2011	100537	1/1/2017
47	1387	2012	2423	1/1/2017
47	1387	2013	300324	1/1/2017
47	1387	2014	2350	1/1/2017
47	1387	2015	2559	1/1/2017
47	1387	2016	600085	1/1/2017
47	1387	2017	999999	28/4/2017
30	1404	2007	5398	1/1/2017
30	1404	2008	15001	1/1/2017
24	1410	2007	18891	1/1/2017
24	1410	2008	4194	1/1/2017
24	1410	2009	4062	1/1/2017
24	1410	2010	4035	1/1/2017
24	1410	2011	10703	1/1/2017
24	1410	2012	13080	1/1/2017
24	1410	2013	12314	1/1/2017
24	1410	2014	16565	1/1/2017
24	1410	2015	13236	1/1/2017
24	1410	2016	10309	1/1/2017
24	1410	2017	999999	28/4/2017
80	1410	2013	61	1/1/2017
80	1410	2014	5713	1/1/2017
80	1410	2015	619	1/1/2017
80	1410	2016	2877	1/1/2017
80	1410	2017	999999	28/4/2017
47	1424	2007	142	1/1/2017
47	1424	2008	800024	1/1/2017
47	1424	2010	134	1/1/2017
47	1424	2011	267	1/1/2017
47	1424	2012	25	1/1/2017
7	1435	2007	7669	1/1/2017
7	1435	2008	6998	1/1/2017
7	1435	2009	6531	1/1/2017
7	1435	2010	6505	1/1/2017
